OBJECTID,FIELD_LOCATION,FIELD_LATITUDE,FIELD_LONGITUDE,FIELD_AGENCY_FIRE_ID,FIELD_FIRE_SIZE,FIELD_AGENCY_FIRE_CAUSE,FIELD_SYSTEM_FIRE_CAUSE,FIELD_SITUATION_REPORT_DATE,FIELD_STATUS_DATE,FIELD_AGENCY_DATA_TIMEZONE,FIELD_STAGE_OF_CONTROL_STATUS,FIELD_PERCENT_CONTAINED,FIELD_RESPONSE_TYPE,FIELD_SEVERITY_NEAREST_DSR,FIELD_FIRE_WAS_PERSCRIBED,FIELD_AGENCY_PREPARE_LEVEL,FIELD_FIRE_TYPE_ICS,FIELD_AGENCY_CODE,REFRESHED_DATETIME,geometry_longitude,geometry_latitude,source_feature_id,geometry_type,snapshot_downloaded_at_utc,source_url,fire_id,agency_code,stage_of_control_code,stage_of_control_label,stage_of_control_label_provisional,stage_of_control_mapping_status,stage_of_control_display_label,is_active_fire,agency_fire_cause_code,system_fire_cause_code,response_type_code,response_type_label,fire_size_hectares,latitude,longitude,situation_report_datetime_utc,status_datetime_utc,refreshed_datetime_utc,cause_interpretation_provisional,cause_mapping_status,FIELD_LOCATION_is_minus_one,FIELD_PERCENT_CONTAINED_is_minus_one,FIELD_SEVERITY_NEAREST_DSR_is_minus_one,FIELD_AGENCY_PREPARE_LEVEL_is_minus_one,FIELD_FIRE_TYPE_ICS_is_minus_one
338266785,-1,46.696000000000005,-82.4132,SUD_FIRE_036,2.5,LTG,L,1785353820000,1785448800000,GMT,BH,-1,FUL,-1,0,-1,-1,ON     ,1785452863000,-82.41320466516342,46.69600893647473,338266785,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,SUD_FIRE_036,ON,BH,Being Held,,Confirmed,Being Held,True,LTG,L,FUL,Full Response,2.5,46.696000000000005,-82.4132,2026-07-29 19:37:00+00:00,2026-07-30 22:00:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338266801,-1,46.9373,-82.0982,SUD_FIRE_035,2.1,LTG,L,1785349020000,1785443280000,GMT,OC,-1,FUL,-1,0,-1,-1,ON     ,1785452863000,-82.0982045916329,46.93730899152453,338266801,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,SUD_FIRE_035,ON,OC,Out of Control,,Confirmed,Out of Control,True,LTG,L,FUL,Full Response,2.1,46.9373,-82.0982,2026-07-29 18:17:00+00:00,2026-07-30 20:28:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338266817,-1,46.9593,-82.1211,SUD_FIRE_034,7.5,LTG,L,1785348540000,1785370800000,GMT,OC,-1,FUL,-1,0,-1,-1,ON     ,1785452863000,-82.12110460164386,46.959308993682235,338266817,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,SUD_FIRE_034,ON,OC,Out of Control,,Confirmed,Out of Control,True,LTG,L,FUL,Full Response,7.5,46.9593,-82.1211,2026-07-29 18:09:00+00:00,2026-07-30 00:20:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267025,-1,49.992900000000006,-92.8165,DRY_FIRE_052,1.1,HUM,H,1785266460000,1785367800000,GMT,UC,-1,FUL,-1,0,-1,-1,ON     ,1785452863000,-92.81650843496587,49.99290870061894,338267025,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,DRY_FIRE_052,ON,UC,Under Control,,Confirmed,Under Control,True,HUM,H,FUL,Full Response,1.1,49.992900000000006,-92.8165,2026-07-28 19:21:00+00:00,2026-07-29 23:30:00+00:00,2026-07-30 23:07:43+00:00,Unmapped,Requires review,True,True,True,True,True
338267521,-1,52.494800000000005,-85.22420000000001,COC_FIRE_047,361.0,LTG,L,1784747820000,1784747880000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-85.22420645393517,52.49480957199902,338267521,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,COC_FIRE_047,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,361.0,52.494800000000005,-85.22420000000001,2026-07-22 19:17:00+00:00,2026-07-22 19:18:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267601,-1,52.551,-85.3842,NIP_FIRE_082,8.0,LTG,L,1784677980000,1784678040000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-85.38420651893045,52.551009567853875,338267601,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_082,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,8.0,52.551,-85.3842,2026-07-21 23:53:00+00:00,2026-07-21 23:54:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267617,-1,52.8596,-85.6104,NIP_FIRE_081,80.0,LTG,L,1784677860000,1784677920000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-85.61040665439873,52.85960958954235,338267617,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_081,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,80.0,52.8596,-85.6104,2026-07-21 23:51:00+00:00,2026-07-21 23:52:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267633,-1,52.913700000000006,-85.62360000000001,NIP_FIRE_080,10.0,LTG,L,1784677680000,1784677740000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-85.62360666927893,52.91370959511885,338267633,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_080,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,10.0,52.913700000000006,-85.62360000000001,2026-07-21 23:48:00+00:00,2026-07-21 23:49:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267649,-1,53.728100000000005,-86.21860000000001,NIP_FIRE_079,5.0,LTG,L,1784677020000,1784677080000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-86.2186070358716,53.72810964837505,338267649,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_079,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,5.0,53.728100000000005,-86.21860000000001,2026-07-21 23:37:00+00:00,2026-07-21 23:38:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267665,-1,53.299,-87.2317,NIP_FIRE_078,35.0,LTG,L,1784676840000,1784676900000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-87.23170729428693,53.29900952466139,338267665,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_078,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,35.0,53.299,-87.2317,2026-07-21 23:34:00+00:00,2026-07-21 23:35:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267681,-1,53.2541,-87.20150000000001,NIP_FIRE_077,70.0,LTG,L,1784676300000,1784676360000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-87.20150727479601,53.25410952169115,338267681,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_077,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,70.0,53.2541,-87.20150000000001,2026-07-21 23:25:00+00:00,2026-07-21 23:26:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267697,-1,51.4613,-87.4093,NIP_FIRE_076,150.0,LTG,L,1784676120000,1784676180000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-87.40930699614273,51.46130929062123,338267697,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,NIP_FIRE_076,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,150.0,51.4613,-87.4093,2026-07-21 23:22:00+00:00,2026-07-21 23:23:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
338267745,-1,49.175200000000004,-93.5069,FOR_FIRE_045,0.3,LTG,L,1784642820000,1784906820000,GMT,BM,-1,MON,-1,0,-1,-1,ON     ,1785452863000,-93.50690849073813,49.17520854469719,338267745,Point,2026-07-31T04:59:30.982399+00:00,https://ws.lioservices.lrc.gov.on.ca/arcgis1061a/rest/services/MNRF/Ontario_Fires_Map/MapServer/0/query,FOR_FIRE_045,ON,BM,,"Being Monitored (provisional, unconfirmed code)",Provisional,"Being Monitored (provisional, unconfirmed code)",True,LTG,L,MON,Monitored Response,0.3,49.175200000000004,-93.5069,2026-07-21 14:07:00+00:00,2026-07-24 15:27:00+00:00,2026-07-30 23:07:43+00:00,Lightning,High-confidence provisional,True,True,True,True,True
